ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action,llm_severity_score,golden_severity_score,human_severity_score,is_policy_ambiguous,is_appeal_reversed
AD03721,2024-01-22,ES,Spanish,Shopping Ad,Gaming,small_business,Brand Awareness,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Clinically inspired formula,rejected,approved,rejected,0.903,0.402,212,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,0,False,False
AD03722,2024-11-08,DE,German,Video Ad,Retail,mid_market,Sales,Safe Ad,medium,Summer sale now on — limited time only,Rates may vary by eligibility,approved,approved,escalated,0.395,0.929,46,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,0,0,False,False
AD03723,2024-06-28,BR,Portuguese,Social Feed Ad,Retail,mid_market,Sales,Restricted Product,high,Online pharmacy with prescription delivery service,Results depend on individual use,rejected,rejected,rejected,0.895,0.968,218,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03724,2024-04-02,DE,German,Shopping Ad,Retail,enterprise,Retargeting,Scam or Suspicious Offer,high,Limited slots available — register before midnight,No purchase required,rejected,approved_limited,rejected,0.935,0.374,142,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,1,False,False
AD03725,2024-06-23,BR,Portuguese,Video Ad,Beauty,mid_market,Traffic,Safe Ad,low,Discover our latest seasonal offers,Terms and conditions apply,approved,approved,approved,0.918,0.863,29,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03726,2024-10-29,BR,Portuguese,App Install Ad,Mobile Apps,mid_market,Brand Awareness,Health Claim,medium,Gentle formula to support digestive comfort,Limited availability,approved,approved,approved,0.985,0.922,88,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03727,2024-06-28,MX,Spanish,App Install Ad,Mobile Apps,strategic_account,Sales,Scam or Suspicious Offer,medium,Exclusive offer — act now or lose your spot,Customer testimonials shown,rejected,approved,rejected,0.895,0.492,131,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,0,False,False
AD03728,2024-08-17,UK,English,Display Ad,Mobile Apps,enterprise,Conversions,Misleading Claim,high,One simple approach to improve your outcomes fast,Subscription renews monthly,rejected,rejected,rejected,0.906,0.939,275,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03729,2024-07-06,IT,Italian,Search Ad,Food and Beverage,small_business,Conversions,Health Claim,medium,Boost your morning routine with our daily blend,Check local rules before applying,approved,rejected,approved,0.934,0.398,175,True,reversed,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,3,False,True
AD03730,2024-06-25,BR,Portuguese,Display Ad,E-commerce,strategic_account,Traffic,Misleading Claim,high,Stop wasting money — our solution pays for itself,Product information updated regularly,approved_limited,approved_limited,escalated,0.368,0.892,165,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,1,1,False,False
AD03731,2024-12-13,MX,Spanish,Display Ad,Food and Beverage,small_business,Retargeting,Restricted Product,high,Premium vaping accessories for adult users,Individual results may vary,rejected,rejected,rejected,0.834,0.917,161,True,upheld,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03732,2024-12-04,MX,Spanish,Social Feed Ad,Travel,enterprise,Retargeting,Health Claim,medium,Clinically inspired formula for daily wellness,Offer valid while stocks last,rejected,rejected,rejected,0.931,0.942,115,True,upheld,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03733,2024-06-03,ES,Spanish,Display Ad,Mobile Apps,small_business,Traffic,Safe Ad,low,Premium beauty bundle with customer reviews,Age verification required,approved,approved,approved,0.872,0.971,32,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03734,2024-10-22,ES,Spanish,Video Ad,E-commerce,mid_market,Conversions,Adult or Suggestive Content,low,Adult social platform — age verification required,Subject to regulatory approval,rejected,rejected,approved_limited,0.249,0.866,46,True,upheld,BPO_D,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD03735,2024-09-20,UK,English,Shopping Ad,Food and Beverage,strategic_account,App Installs,Political or Sensitive Content,low,Community forum for policy discussions,Free trial followed by monthly subscription,approved,approved,approved_limited,0.878,0.99,23,False,not_submitted,BPO_C,intermediate,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,1,0,0,False,False
AD03736,2024-02-17,MX,Spanish,Display Ad,Food and Beverage,small_business,Retargeting,Landing Page Issue,high,Your custom quote is ready — click to view,Pricing subject to change,approved_limited,approved_limited,approved_limited,0.91,0.932,199,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03737,2024-11-05,UK,English,Social Feed Ad,Mobile Apps,enterprise,Sales,Safe Ad,low,Summer sale now on — limited time only,Not available in all regions,approved,approved,approved,0.889,0.98,33,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03738,2024-09-14,IT,Italian,Display Ad,Health and Wellness,mid_market,Retargeting,Restricted Product,high,Tobacco accessories shop — ID verification required,Professional advice recommended,approved_limited,rejected,approved,0.321,0.418,161,True,upheld,BPO_C,intermediate,high_risk_approval_miss,False,False,False,False,True,True,True,escalate_to_human_review,0,1,3,True,False
AD03739,2024-11-08,BR,Portuguese,Shopping Ad,Mobile Apps,small_business,Sales,Misleading Claim,medium,Trusted by experts — see why customers switch,Standard delivery times apply,approved_limited,approved_limited,approved_limited,0.876,0.904,133,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03740,2024-10-15,DE,German,Social Feed Ad,Finance,strategic_account,Brand Awareness,Financial Product Claim,high,Credit options tailored to your financial situation,Promotional pricing for new customers only,approved,approved_limited,approved,0.888,0.522,298,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,1,False,False
AD03741,2024-12-07,UK,English,Search Ad,Retail,mid_market,Lead Generation,Safe Ad,low,Try our award-winning customer service,Clinically inspired formula,approved,approved,approved,0.939,0.962,20,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03742,2024-07-16,UK,English,Social Feed Ad,Beauty,enterprise,Brand Awareness,Safe Ad,low,"Join over 500,000 happy customers worldwide",Rates may vary by eligibility,approved_limited,approved_limited,approved_limited,0.953,0.987,53,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03743,2024-01-23,BR,Portuguese,Search Ad,Finance,enterprise,App Installs,Adult or Suggestive Content,medium,Lingerie and intimate wear — discreet delivery,Results depend on individual use,rejected,rejected,approved_limited,0.469,0.949,173,True,upheld,BPO_E,new,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD03744,2024-04-10,DE,German,Social Feed Ad,Education,small_business,Retargeting,Financial Product Claim,low,Find the best savings rate for your goals,No purchase required,approved_limited,approved_limited,approved,0.457,0.917,36,False,not_submitted,BPO_C,intermediate,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD03745,2024-02-23,FR,French,Social Feed Ad,Travel,small_business,App Installs,Scam or Suspicious Offer,high,Enter your details to unlock your mystery reward,Terms and conditions apply,rejected,rejected,approved,0.38,0.926,359,False,not_submitted,BPO_C,new,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,3,3,False,False
AD03746,2024-03-26,IT,Italian,Video Ad,Education,small_business,Sales,Brand Safety Risk,medium,Budget alternatives for expensive branded goods,Limited availability,escalated,escalated,escalated,0.923,0.9,103,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03747,2024-07-27,UK,English,Social Feed Ad,Gaming,mid_market,Conversions,Restricted Product,medium,Sports betting — new member welcome offer,Customer testimonials shown,escalated,escalated,escalated,0.877,0.86,178,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03748,2024-12-21,BR,Portuguese,Shopping Ad,Beauty,small_business,Brand Awareness,Misleading Claim,low,One simple approach to improve your outcomes fast,Subscription renews monthly,approved,approved,escalated,0.358,0.895,60,False,not_submitted,BPO_C,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,0,0,False,False
AD03749,2024-10-05,US,English,Shopping Ad,Education,small_business,App Installs,Restricted Product,high,Cannabis products for eligible medical use,Check local rules before applying,approved_limited,approved_limited,escalated,0.364,0.921,136,False,not_submitted,BPO_C,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,1,1,False,False
AD03750,2024-06-08,UK,English,Social Feed Ad,Travel,enterprise,App Installs,Landing Page Issue,low,Details not shown here — view on our landing page,Product information updated regularly,approved_limited,approved_limited,approved_limited,0.837,0.863,45,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03751,2024-06-27,FR,French,Social Feed Ad,Travel,small_business,Sales,Safe Ad,low,Get 20% off your first skincare order today,Individual results may vary,approved,approved,approved,0.923,0.924,45,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03752,2024-07-08,DE,German,Video Ad,E-commerce,enterprise,App Installs,Health Claim,medium,Clinically inspired formula for daily wellness,Offer valid while stocks last,approved_limited,approved_limited,approved_limited,0.818,0.848,83,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03753,2024-05-29,DE,German,Shopping Ad,Mobile Apps,mid_market,Traffic,Safe Ad,low,Free delivery on orders over 30 EUR,Age verification required,rejected,rejected,rejected,0.918,0.922,46,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03754,2024-08-06,BR,Portuguese,Shopping Ad,Food and Beverage,small_business,Lead Generation,Adult or Suggestive Content,medium,Adult social platform — age verification required,Subject to regulatory approval,approved,approved,approved,0.887,0.848,112,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03755,2024-12-09,DE,German,Search Ad,Health and Wellness,small_business,Retargeting,Brand Safety Risk,high,Generic alternatives at a fraction of the cost,Free trial followed by monthly subscription,approved_limited,approved_limited,approved_limited,0.848,0.875,122,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03756,2024-02-06,US,English,Display Ad,Beauty,small_business,Retargeting,Safe Ad,high,Try our award-winning customer service,Pricing subject to change,approved,approved,approved,0.929,0.893,95,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03757,2024-05-09,US,English,Display Ad,Health and Wellness,mid_market,Brand Awareness,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Not available in all regions,escalated,escalated,escalated,0.84,0.914,139,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03758,2024-01-30,US,English,Search Ad,Beauty,small_business,Brand Awareness,Misleading Claim,medium,One simple approach to improve your outcomes fast,Professional advice recommended,rejected,rejected,rejected,0.937,0.897,81,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03759,2024-11-06,MX,Spanish,Video Ad,Food and Beverage,enterprise,Conversions,Health Claim,medium,Boost your morning routine with our daily blend,Standard delivery times apply,approved_limited,approved_limited,approved_limited,0.896,0.901,110,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03760,2024-03-13,UK,English,Search Ad,Education,enterprise,Sales,Safe Ad,low,Explore thousands of products at unbeatable prices,Promotional pricing for new customers only,approved,approved,approved,0.796,0.953,30,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03761,2024-08-26,MX,Spanish,Social Feed Ad,Gaming,small_business,Brand Awareness,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Clinically inspired formula,rejected,rejected,rejected,0.973,0.929,187,True,upheld,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03762,2024-01-24,US,English,Search Ad,Travel,enterprise,Traffic,Restricted Product,high,Licensed lottery tickets available in your region,Rates may vary by eligibility,rejected,rejected,escalated,0.824,0.939,280,False,not_submitted,BPO_A,intermediate,policy_risk_miss,False,True,False,False,True,False,False,add_to_model_feedback,2,3,3,False,False
AD03763,2024-06-23,FR,French,Display Ad,Mobile Apps,strategic_account,Retargeting,Scam or Suspicious Offer,high,Claim your free device — only 3 slots remaining,Results depend on individual use,approved_limited,approved_limited,escalated,0.478,0.895,158,False,not_submitted,BPO_C,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,1,1,False,False
AD03764,2024-11-23,UK,English,Social Feed Ad,Mobile Apps,small_business,Sales,Health Claim,medium,Plant-based ingredients for a balanced lifestyle,No purchase required,rejected,rejected,rejected,0.946,0.912,100,True,upheld,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03765,2024-12-13,FR,French,Video Ad,Gaming,strategic_account,Traffic,Health Claim,high,Daily nutrition designed for active adults,Terms and conditions apply,rejected,rejected,rejected,0.935,0.915,261,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03766,2024-02-24,BR,Portuguese,Video Ad,Travel,small_business,Lead Generation,Safe Ad,low,Get 20% off your first skincare order today,Limited availability,approved,approved,approved,0.907,0.922,32,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03767,2024-08-29,DE,German,Shopping Ad,Travel,mid_market,Sales,Political or Sensitive Content,high,Non-profit initiative for fair public services,Customer testimonials shown,approved_limited,approved_limited,approved,0.473,0.87,295,False,not_submitted,BPO_D,intermediate,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,1,1,False,False
AD03768,2024-03-23,US,English,App Install Ad,Retail,small_business,Sales,Health Claim,medium,Wellness supplements crafted from natural extracts,Subscription renews monthly,approved_limited,approved_limited,approved,0.436,0.945,111,False,not_submitted,BPO_D,experienced,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD03769,2024-09-23,IT,Italian,Social Feed Ad,Food and Beverage,enterprise,Conversions,Political or Sensitive Content,medium,Sign the petition for transparent public spending,Check local rules before applying,approved,escalated,rejected,0.368,0.381,112,False,not_submitted,BPO_E,new,over_rejection,False,False,False,True,False,True,False,route_to_human_review,3,0,2,True,False
AD03770,2024-07-15,ES,Spanish,Search Ad,E-commerce,enterprise,Traffic,Safe Ad,low,Discover our latest seasonal offers,Product information updated regularly,approved,approved,approved,0.877,0.972,20,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03771,2024-10-18,MX,Spanish,Search Ad,Mobile Apps,strategic_account,Retargeting,Financial Product Claim,medium,Compare flexible loan options in minutes,Individual results may vary,approved,approved_limited,approved,0.957,0.585,147,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,1,False,False
AD03772,2024-11-23,MX,Spanish,App Install Ad,E-commerce,strategic_account,Retargeting,Financial Product Claim,high,Low-interest personal finance solutions available now,Offer valid while stocks last,approved_limited,approved_limited,approved_limited,0.962,0.868,179,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03773,2024-05-09,IT,Italian,Social Feed Ad,Food and Beverage,small_business,Sales,Restricted Product,medium,Online pharmacy with prescription delivery service,Age verification required,approved,approved,approved,0.908,0.922,46,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03774,2024-01-18,BR,Portuguese,Shopping Ad,Retail,mid_market,Brand Awareness,Misleading Claim,medium,Double your savings with our exclusive method,Subject to regulatory approval,approved_limited,approved_limited,rejected,0.377,0.923,67,False,not_submitted,BPO_B,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,1,1,False,False
AD03775,2024-04-25,BR,Portuguese,Social Feed Ad,Mobile Apps,small_business,Brand Awareness,Misleading Claim,medium,Outperforms every competitor in independent tests,Free trial followed by monthly subscription,approved_limited,approved,approved_limited,0.85,0.564,118,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,0,False,False
AD03776,2024-03-19,DE,German,Search Ad,Health and Wellness,small_business,App Installs,Misleading Claim,high,No other solution comes close to our results,Pricing subject to change,approved,approved,escalated,0.873,0.983,141,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,0,0,False,False
AD03777,2024-02-15,IT,Italian,Video Ad,Finance,small_business,Brand Awareness,Financial Product Claim,medium,Open a savings account and start earning today,Not available in all regions,escalated,escalated,approved,0.47,0.851,160,False,not_submitted,BPO_A,intermediate,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,2,2,False,False
AD03778,2024-09-18,FR,French,Shopping Ad,Food and Beverage,strategic_account,Lead Generation,Brand Safety Risk,medium,Side-by-side comparisons of competing products,Professional advice recommended,approved_limited,approved_limited,rejected,0.431,0.909,113,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,1,1,False,False
AD03779,2024-11-25,BR,Portuguese,Shopping Ad,Health and Wellness,mid_market,Traffic,Health Claim,medium,Boost your morning routine with our daily blend,Standard delivery times apply,approved,approved,approved,0.957,0.941,86,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03780,2024-07-08,MX,Spanish,Display Ad,Beauty,small_business,Lead Generation,Political or Sensitive Content,high,Engage with your local elected representatives,Promotional pricing for new customers only,approved_limited,approved_limited,approved,0.819,0.989,161,False,not_submitted,BPO_D,new,high_risk_approval_miss,False,True,False,False,True,False,True,escalate_to_human_review,0,1,1,False,False
AD03781,2024-07-13,FR,French,Social Feed Ad,Finance,strategic_account,Lead Generation,Landing Page Issue,high,Best deal online — click here to learn more,Clinically inspired formula,rejected,rejected,approved,0.273,0.936,194,True,upheld,BPO_B,experienced,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,3,3,False,False
AD03782,2024-08-04,BR,Portuguese,Search Ad,Gaming,enterprise,Lead Generation,Misleading Claim,high,The only product that truly delivers on its promise,Rates may vary by eligibility,rejected,rejected,approved_limited,0.462,0.954,210,True,upheld,BPO_B,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD03783,2024-11-23,MX,Spanish,App Install Ad,Health and Wellness,small_business,App Installs,Health Claim,medium,Support your energy levels with our daily capsules,Results depend on individual use,approved_limited,approved_limited,approved_limited,0.837,0.987,159,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03784,2024-01-07,UK,English,Display Ad,Health and Wellness,mid_market,Traffic,Safe Ad,low,Shop the new collection — fresh arrivals weekly,No purchase required,approved_limited,approved_limited,approved_limited,0.913,0.805,25,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03785,2024-07-11,DE,German,Social Feed Ad,E-commerce,enterprise,Lead Generation,Scam or Suspicious Offer,medium,Enter your details to unlock your mystery reward,Terms and conditions apply,rejected,rejected,approved,0.476,0.949,71,False,not_submitted,BPO_D,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,0,3,3,False,False
AD03786,2024-11-12,MX,Spanish,Display Ad,Travel,mid_market,App Installs,Brand Safety Risk,high,Budget alternatives for expensive branded goods,Limited availability,escalated,escalated,escalated,0.953,0.958,106,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03787,2024-02-29,MX,Spanish,Social Feed Ad,Travel,mid_market,Conversions,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Customer testimonials shown,rejected,rejected,rejected,0.99,0.923,231,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03788,2024-07-30,UK,English,Social Feed Ad,Food and Beverage,mid_market,App Installs,Safe Ad,medium,New styles added daily — shop now,Subscription renews monthly,approved,approved,approved,0.968,0.933,65,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03789,2024-01-03,US,English,Display Ad,Retail,small_business,Brand Awareness,Financial Product Claim,high,Refinance your loan and lower your monthly payment,Check local rules before applying,approved_limited,approved_limited,approved_limited,0.984,0.949,158,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03790,2024-10-31,IT,Italian,Shopping Ad,Beauty,mid_market,Lead Generation,Misleading Claim,high,Stop wasting money — our solution pays for itself,Product information updated regularly,approved_limited,approved_limited,approved_limited,0.961,0.845,185,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03791,2024-08-27,UK,English,Shopping Ad,Education,small_business,Traffic,Safe Ad,low,This course helps beginners learn data analytics,Individual results may vary,approved_limited,approved_limited,approved_limited,0.939,0.902,23,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03792,2024-12-17,US,English,Shopping Ad,Health and Wellness,small_business,Brand Awareness,Misleading Claim,medium,The only product that truly delivers on its promise,Offer valid while stocks last,rejected,rejected,rejected,0.967,0.953,130,True,reversed,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,True
AD03793,2024-04-19,FR,French,Display Ad,E-commerce,small_business,Brand Awareness,Scam or Suspicious Offer,medium,Claim your free device — only 3 slots remaining,Age verification required,rejected,rejected,rejected,0.969,0.961,136,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03794,2024-09-24,UK,English,Social Feed Ad,E-commerce,mid_market,Lead Generation,Misleading Claim,high,Double your savings with our exclusive method,Subject to regulatory approval,approved_limited,approved_limited,rejected,0.434,0.971,199,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,1,1,False,False
AD03795,2024-10-07,ES,Spanish,Social Feed Ad,Food and Beverage,mid_market,Traffic,Restricted Product,medium,Same-day alcohol delivery in select areas,Free trial followed by monthly subscription,rejected,rejected,rejected,0.904,0.912,111,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03796,2024-01-12,IT,Italian,Social Feed Ad,Finance,mid_market,Traffic,Brand Safety Risk,high,Budget alternatives for expensive branded goods,Pricing subject to change,approved_limited,rejected,approved_limited,0.684,0.386,294,False,not_submitted,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,3,False,False
AD03797,2024-10-04,ES,Spanish,Video Ad,Mobile Apps,small_business,Traffic,Scam or Suspicious Offer,medium,Exclusive offer — act now or lose your spot,Not available in all regions,approved,approved,approved,0.876,0.896,193,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03798,2024-09-16,BR,Portuguese,Social Feed Ad,E-commerce,strategic_account,Sales,Scam or Suspicious Offer,high,Free product trial — no card required — act fast,Professional advice recommended,rejected,escalated,rejected,0.96,0.451,204,False,not_submitted,BPO_D,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,2,False,False
AD03799,2024-08-12,US,English,Search Ad,Mobile Apps,small_business,Lead Generation,Financial Product Claim,medium,Refinance your loan and lower your monthly payment,Standard delivery times apply,rejected,rejected,rejected,0.99,0.945,172,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03800,2024-07-24,US,English,Video Ad,Retail,mid_market,Lead Generation,Restricted Product,medium,Adult entertainment content — 18 years and over,Promotional pricing for new customers only,rejected,rejected,rejected,0.924,0.971,151,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03801,2024-10-19,FR,French,Search Ad,Travel,small_business,Brand Awareness,Landing Page Issue,medium,Best deal online — click here to learn more,Clinically inspired formula,escalated,escalated,escalated,0.872,0.912,300,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03802,2024-02-07,UK,English,Display Ad,Health and Wellness,enterprise,Brand Awareness,Misleading Claim,high,The only product that truly delivers on its promise,Rates may vary by eligibility,rejected,rejected,rejected,0.976,0.973,331,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03803,2024-05-23,US,English,Search Ad,Food and Beverage,mid_market,Traffic,Scam or Suspicious Offer,high,Claim your free device — only 3 slots remaining,Results depend on individual use,rejected,rejected,rejected,0.879,0.933,256,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03804,2024-04-08,UK,English,Display Ad,Gaming,mid_market,Retargeting,Scam or Suspicious Offer,low,Limited slots available — register before midnight,No purchase required,rejected,approved,rejected,0.896,0.638,36,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,0,False,False
AD03805,2024-11-04,FR,French,Shopping Ad,E-commerce,enterprise,Conversions,Restricted Product,medium,Same-day alcohol delivery in select areas,Terms and conditions apply,approved,approved_limited,approved,0.976,0.469,95,False,not_submitted,BPO_E,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,1,False,False
AD03806,2024-03-02,UK,English,Social Feed Ad,Gaming,enterprise,Sales,Restricted Product,low,Regulated gambling platform — play responsibly,Limited availability,rejected,rejected,rejected,0.962,0.859,69,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03807,2024-01-23,IT,Italian,Search Ad,Finance,mid_market,Sales,Safe Ad,low,New meal delivery plan for busy professionals,Customer testimonials shown,approved,approved,approved,0.862,0.846,36,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03808,2024-12-03,ES,Spanish,Shopping Ad,Finance,mid_market,App Installs,Political or Sensitive Content,low,Advocacy campaign for environmental protection,Subscription renews monthly,escalated,escalated,escalated,0.978,0.812,143,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD03809,2024-05-24,MX,Spanish,App Install Ad,Retail,strategic_account,Conversions,Misleading Claim,medium,Trusted by experts — see why customers switch,Check local rules before applying,rejected,rejected,approved,0.853,0.973,282,True,upheld,BPO_A,new,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback,0,3,3,False,False
